PROTECTED
Type: AncientUrbanView
OffsetX: 0
OffsetY: 0
---------------
daySky: au_sky
//lol, these are generated from seeded random, but this is fine for now...
Building: au_building_6, -1093.07, -993.7269, 4.027851, 1.444968, -0.44963, 0.1
Building: au_building_11, -23.84375, -1015.764, 3.562588, 0.8713087, -0.4150589, 0.1
Building: au_building_2, -3495.18, -1289.458, 3.072153, 1.2942, 0.666193, 0.1
Building: au_building_11, -632.207, -121.5299, 7.189219, 1.058821, -0.003844738, 0.1
Building: au_building_14, 2959.582, -1840.34, 1.345944, 1.081359, 1.386141, 0.1
Building: au_building_12, 2463.428, -779.1871, 4.999222, 1.743913, 0.4332922, 0.1
Building: au_building_4, 387.9316, -569.8173, 4.775991, 1.347679, -0.7833216, 0.1
Building: au_building_8, -4645.725, -1583.916, 1.399231, 1.446573, -0.0784502, 0.1
Building: au_building_10, 6159.988, -1321.43, 2.357577, 1.283821, 0.2461548, 0.1
Building: au_building_9, -5439.088, -1457.407, 2.759842, 1.096621, 0.002681732, 0.1
Building: au_building_7, 1786.818, -717.8609, 4.787969, 1.695811, 0.3729713, 0.1
Building: au_building_7, -3540.553, -1396.822, 2.684064, 1.73902, -1.272276, 0.1
Building: au_building_6, -4125.008, -232.4544, 6.426661, 1.195777, -0.0830617, 0.1
Building: au_building_10, -1429.336, -1228.772, 2.933709, 1.567132, 1.4455, 0.1
Building: au_building_11, -878.8809, -1403.725, 2.328755, 0.8221046, 1.124091, 0.1
Building: au_building_15, 146.7324, -1163.422, 2.993182, 1.465905, -0.6726167, 0.1
Building: au_building_9, -3416.719, -1230.636, 3.544127, 0.8394189, 1.259771, 0.1
Building: au_building_1, 561.0547, -1556.677, 2.408929, 1.673686, 0.9111907, 0.1
Building: au_building_13, 3547.586, -629.1458, 4.688923, 1.407924, 0.8818312, 0.1
Building: au_building_8, 4336.852, -1223.441, 3.079411, 1.285776, -1.204611, 0.1
Building: au_building_13, -841.8027, -913.487, 3.753994, 1.429139, 0.05321741, 0.1
Building: au_building_2, 3042.635, -652.9309, 5.348761, 1.735424, -0.9430957, 0.1
Building: au_building_13, 6336.117, -389.0419, 5.491436, 1.109084, 0.4742002, 0.1
Building: au_building_10, 2720.977, -1244.869, 3.30973, 0.9448905, 0.2929356, 0.1
Building: au_building_7, 1491.951, -1608.435, 1.705812, 1.672807, -0.8815088, 0.1
Building: au_building_2, -2579.338, -1187.731, 2.919517, 1.498944, -0.7858997, 0.1
Building: au_building_13, 3697.178, -244.8098, 6.822072, 0.8664553, 1.359588, 0.1
Building: au_building_3, 4078.918, -1700.838, 1.348634, 1.458458, -0.5704145, 0.1
Building: au_building_1, -2348.695, -1202.387, 3.211217, 1.338125, -1.171939, 0.1
Building: au_building_6, -3841.307, -1062.772, 3.650753, 1.434401, 0.856841, 0.1
Building: au_building_2, 683.2813, -726.5541, 5.19943, 1.310488, -0.1347601, 0.1
Building: au_building_2, 1748.23, -72.50101, 7.189384, 1.439646, 0.3260634, 0.1
Building: au_building_1, -6156.633, -113.4594, 6.718739, 0.8111731, 0.6874198, 0.1
Building: au_building_14, -3632.518, -279.8105, 6.156487, 1.050172, -0.2343554, 0.1
Building: au_building_10, 4235.551, -1095.293, 3.086452, 1.43425, 0.995491, 0.1
Building: au_building_9, -744.6914, -736.4964, 4.767931, 0.868258, 0.9172367, 0.1
Building: au_building_3, 5818.105, -711.8321, 4.897001, 1.427425, 1.025574, 0.1
Building: au_building_0, 1290.199, -684.9708, 4.503901, 0.8820924, -0.2240129, 0.1
Building: au_building_11, -3133.809, -1625.14, 1.775826, 1.164068, 0.4635085, 0.1
Building: au_building_10, -6285.582, -815.7604, 4.550717, 1.45495, -0.377682, 0.1
Building: au_building_7, 3961.398, -625.0286, 5.395996, 1.030444, -0.05065393, 0.1
Building: au_building_0, -3710.676, -1496.962, 2.355648, 1.633839, -0.07232618, 0.1
Building: au_building_0, 3606.494, -1716.537, 1.299324, 1.60198, -0.1096013, 0.1
Building: au_building_7, 3788.928, -1627.575, 1.529635, 1.473651, -0.712754, 0.1
Building: au_building_2, 1307.094, -1923.292, 1.24323, 1.201457, 0.4774564, 0.1
Building: au_building_6, 4737.947, -748.3386, 4.476736, 1.475419, -0.0377872, 0.1
Building: au_building_10, 207.9551, -1546.426, 1.997877, 0.8016808, -0.9075118, 0.1
Building: au_building_11, -1457.768, -1193.971, 3.643764, 0.9777303, 0.9429684, 0.1
Building: au_building_0, -4816.432, 212.9404, 7.425541, 1.246514, -0.7967677, 0.1
Building: au_building_4, 4212.406, 226.6539, 7.780764, 1.370329, -1.467025, 0.1
Building: au_building_13, 401.293, -833.0145, 4.847574, 1.246515, 1.282614, 0.1
Building: au_building_13, -594.4961, -1573.475, 1.744479, 1.524151, 1.081517, 0.1
Building: au_building_10, 6345.652, 153.0376, 7.795612, 1.501429, -1.197907, 0.1
Building: au_building_15, 4259.914, -643.5238, 5.414144, 1.627848, -1.124115, 0.1
Building: au_building_8, -1936.479, -562.2014, 5.368985, 1.34803, -0.6628506, 0.1
Building: au_building_9, 2667.398, -943.8235, 3.727357, 1.270584, 0.1040108, 0.1
Building: au_building_0, -4014.344, -483.4865, 5.364056, 1.056514, -0.1973307, 0.1
Building: au_building_8, 3257.348, -1010.439, 3.717073, 1.573869, 1.163765, 0.1
Building: au_building_1, 2147.277, -671.506, 4.479295, 1.376734, 1.016152, 0.1
Building: au_building_0, 142.5176, -1340.962, 2.448454, 1.403733, -0.5867803, 0.1
Building: au_building_3, -1013.482, -713.212, 4.894132, 1.303693, -0.2696431, 0.1
Building: au_building_7, -4245.93, -571.0837, 5.618022, 0.7884309, -0.2009907, 0.1
Building: au_building_4, -708.1152, -1544.193, 2.188915, 0.9562541, 0.6119041, 0.1
Building: au_building_14, 3973.309, -861.8332, 4.254312, 0.8035442, -0.8623757, 0.1
Building: au_building_8, -5814.447, -609.1273, 4.94392, 0.9911089, -0.7797117, 0.1
Building: au_building_9, -350.0488, -401.8023, 5.386145, 1.581576, -1.125011, 0.1
Building: au_building_8, 4136.086, -1251.471, 2.893342, 1.628597, 1.164406, 0.1
Building: au_building_10, -3093.02, -546.3425, 4.95582, 1.378663, -0.5521054, 0.1
Building: au_building_5, -5338.816, -171.9077, 6.23217, 1.522512, -0.9660437, 0.1
Building: au_building_3, -4717.471, -1527.638, 1.697524, 1.60932, -1.124273, 0.1
Building: au_building_8, 6331.404, -7.957289, 7.362676, 1.453466, 0.8876895, 0.1
Building: au_building_15, -2234.361, -1105.411, 3.795352, 0.9316015, 1.354107, 0.1
Building: au_building_1, 6372.656, 76.05356, 7.03206, 1.486488, -0.8927217, 0.1
Building: au_building_2, 1165.424, -548.6603, 5.567492, 0.9555781, -1.03062, 0.1
Building: au_building_14, 1984.818, -1124.821, 3.180534, 1.159463, -0.8831556, 0.1
Building: au_building_12, -4759.213, 186.261, 7.811014, 1.229967, 1.010742, 0.1
Building: au_building_12, 5555.281, -668.5706, 4.950176, 1.492975, 0.2131495, 0.1
Building: au_building_8, 5209.629, -1.728579, 6.948538, 0.7932644, 0.7443652, 0.1
Building: au_building_11, -2935.865, 29.74307, 7.72421, 1.586215, -1.404804, 0.1
Building: au_building_11, -2334.629, -794.4825, 4.09577, 0.8844655, 0.9132675, 0.1
Building: au_building_9, 3775.297, -1621.035, 2.213353, 1.246967, -1.156943, 0.1
Building: au_building_3, -334.6719, -135.8707, 6.881698, 0.758894, 1.087114, 0.1
Building: au_building_4, 6103.467, -613.4851, 4.678917, 1.37785, -0.3966339, 0.1
Building: au_building_14, 2908.072, -790.7156, 4.657024, 1.261178, -0.467191, 0.1
Building: au_building_9, -3689.734, -1512.235, 2.329615, 1.179337, 1.342924, 0.1
Building: au_building_2, -339.8262, -451.2381, 5.22263, 0.8287455, 0.5586326, 0.1
Building: au_building_7, -3345.457, 157.7457, 7.329041, 0.979962, -0.1970139, 0.1
Building: au_building_12, 3707.641, -248.6325, 6.762561, 1.401937, 1.34418, 0.1
Building: au_building_7, -1178.359, 145.4409, 7.350461, 1.555575, -0.3866353, 0.1
Building: au_building_14, -5031.446, -1271.856, 3.111432, 1.311074, -0.6252155, 0.1
Building: au_building_9, 4516.105, -1321.412, 2.836475, 1.640206, -0.5467138, 0.1
Building: au_building_2, -2887.361, -221.1855, 6.549075, 1.171922, -0.5121472, 0.1
Building: au_building_6, 4812.406, -1086.927, 3.932435, 1.349119, 0.1979058, 0.1
Building: au_building_4, 1658.328, -1200.029, 3.040356, 1.56795, -0.6319938, 0.1
Building: au_building_7, 3207.979, -765.5969, 4.927235, 1.505164, -1.313731, 0.1
Building: au_building_1, 169.3223, -1302.777, 2.878427, 1.324514, 0.6775693, 0.1
Building: au_building_8, 2589.119, -974.1591, 3.515563, 1.479692, -0.05193734, 0.1
Building: au_building_10, -1587.252, -168.9743, 6.711912, 1.334007, -0.6822543, 0.1
Building: au_building_5, -2766.879, -1135.408, 3.717499, 1.067869, 1.389248, 0.1
Building: au_building_11, 971.9922, -1564.369, 1.83565, 1.189518, 0.1097929, 0.1
Building: au_building_11, -1163.992, 283.3347, 7.776559, 1.275528, 0.740654, 0.1
Building: au_building_13, -3529.057, -135.2847, 6.22762, 1.484123, -0.09503126, 0.1
Building: au_building_11, 3798.818, -239.7881, 6.750118, 1.709298, 0.5792469, 0.1
Building: au_building_15, -4580.933, -180.7093, 6.453141, 1.203748, 1.453779, 0.1
Building: au_building_10, 4663.08, -1606.848, 1.699164, 1.729123, -0.9675189, 0.1
Building: au_building_9, 3183.438, -1034.684, 3.993621, 1.117465, -0.02317762, 0.1
Building: au_building_9, 1021.764, 34.74075, 6.791406, 1.254479, -0.2236803, 0.1
Building: au_building_7, 3314.502, -1089.181, 3.099258, 1.460732, 0.4713102, 0.1
Building: au_building_5, -4834.437, 48.81826, 6.905944, 1.401102, -1.113527, 0.1
Building: au_building_12, 1608.422, -268.7047, 6.133564, 1.462837, -0.4183729, 0.1
Building: au_building_6, 3212.602, -558.6699, 4.946919, 1.26083, -0.8242368, 0.1
Building: au_building_12, 27.29688, -55.22218, 7.005172, 1.482374, -0.9985324, 0.1
Building: au_building_14, 1480.648, -1321.523, 3.232162, 1.563356, 1.226616, 0.1
Building: au_building_14, 2514.826, -1181.177, 3.701092, 1.670184, -0.2319162, 0.1
Building: au_building_11, -5163.755, -569.0765, 5.433363, 1.140713, -0.4062676, 0.1
Building: au_building_5, -3925.828, -1644.043, 1.601189, 1.54381, 0.9518051, 0.1
Building: au_building_1, -1439.563, 264.3854, 7.613896, 1.55475, 1.200929, 0.1
Building: au_building_13, 4559.391, -1492.906, 2.016034, 1.140675, 0.8897713, 0.1
Building: au_building_15, -1193.105, -703.4464, 4.868935, 1.406527, 1.147764, 0.1
Building: au_building_14, 5928.293, -683.4495, 4.849964, 1.697202, -1.255185, 0.1
Building: au_building_10, 5444.125, -1485.002, 2.122492, 1.477609, 1.284504, 0.1
Building: au_building_5, -1925.197, -672.7766, 4.527829, 1.251067, 1.08539, 0.1
Building: au_building_8, 2170.014, -229.9492, 6.837406, 0.854175, -0.8297696, 0.1
Building: au_building_2, -788.8984, -1241.908, 2.655111, 1.311677, 0.545978, 0.1
Building: au_building_8, 2951.209, -622.3099, 5.117294, 1.411938, 0.6773178, 0.1
Building: au_building_9, 1476.141, -1001.849, 3.524796, 1.108908, -0.9339119, 0.1
Building: au_building_0, 2139.033, -1485.84, 1.848498, 0.9315741, -1.126002, 0.1
Building: au_building_15, -3521.598, -845.4661, 4.554758, 1.577602, 0.03336287, 0.1
Building: au_building_7, 5568.021, 84.81118, 7.254793, 1.514772, 0.4088655, 0.1
Building: au_building_14, -3388.352, -1223.749, 3.252976, 1.465561, -1.040314, 0.1
Building: au_building_6, 21.88672, -1145.49, 3.608186, 0.8719985, -1.405533, 0.1
Building: au_building_8, 1386.207, -382.269, 5.498037, 1.22012, 1.35328, 0.1
Building: au_building_0, -1974.063, -708.7746, 5.293163, 0.7604648, 0.5801138, 0.1
Building: au_building_0, 1934.895, -1371.93, 2.662282, 1.154438, 0.657669, 0.1
Building: au_building_0, 1282.889, -62.02854, 7.101994, 0.9998112, 0.8521237, 0.1
Building: au_building_0, 5824.07, -1541.636, 2.024086, 1.634171, -0.6285293, 0.1
Building: au_building_3, -1380.438, -468.8647, 5.162652, 1.591297, -0.03175974, 0.1
Building: au_building_5, -1886.242, -429.2437, 5.743417, 1.015057, 0.7816991, 0.1
Building: au_building_4, 6137.037, -1720.601, 1.64325, 1.72411, 0.7737082, 0.1
Building: au_building_8, -5488.113, -148.458, 6.58779, 1.646249, -1.21161, 0.1
Building: au_building_1, 1647.184, -400.9358, 5.778786, 1.205494, -1.399419, 0.1
Building: au_building_7, -2247.074, -1235.74, 3.412415, 1.600986, -1.499809, 0.1
Building: au_building_14, -1829.283, -178.5951, 6.12839, 1.593028, 1.241681, 0.1
Building: au_building_6, 5340.531, -965.2231, 4.309091, 1.61981, -0.3661933, 0.1
Building: au_building_7, -3883.045, -843.0297, 4.658508, 1.328232, -0.6487167, 0.1
Building: au_building_8, -5814.459, 181.8593, 7.836771, 1.273172, -1.035997, 0.1
Building: au_building_10, -5197.996, 16.54634, 7.116328, 0.9819982, -1.168573, 0.1
Building: au_building_3, -4818.993, -223.7084, 6.680369, 1.708489, -0.2775619, 0.1
Building: au_building_10, 6005.656, -1474.439, 1.872279, 1.162297, 1.465407, 0.1
Building: au_building_13, -6323.938, -469.6076, 5.536579, 1.331961, 0.3819297, 0.1
Building: au_building_6, 4134.494, -1551.283, 2.392012, 1.513565, 1.042773, 0.1
Building: au_building_13, -5925.593, -3.834845, 7.240341, 0.8792609, 1.47654, 0.1
Building: au_building_15, 106.4023, -613.0695, 5.504867, 0.8665693, 0.9914017, 0.1
Building: au_building_2, 6321.988, -888.1346, 4.648229, 1.570737, -1.446884, 0.1
Building: au_building_12, -6052.478, -162.6216, 6.899705, 1.482642, 1.069598, 0.1
Building: au_building_14, -2.789063, -1420.145, 2.465267, 1.030666, -0.241173, 0.1
Building: au_building_11, -4221.793, -54.01382, 6.97693, 1.022309, 0.8719854, 0.1
Building: au_building_3, -2522.184, -760.7533, 4.75861, 1.728488, -1.283762, 0.1
Building: au_building_9, 3133.455, -964.1818, 3.867905, 0.9258136, -0.3397567, 0.1
Building: au_building_6, -6364.683, -991.6953, 4.253681, 0.7907987, -0.9263038, 0.1
Building: au_building_0, -4466.257, -935.3126, 4.441292, 0.8259073, 0.9929656, 0.1
Building: au_building_14, 3520.953, 137.5852, 7.562179, 0.9254993, 0.6856284, 0.1
Building: au_building_13, -3942.863, -867.256, 4.237174, 1.581716, -0.7901073, 0.1
Building: au_building_9, -2834.582, -468.7872, 5.945282, 1.030243, 0.766968, 0.1
Building: au_building_12, -5202.82, -488.3171, 5.256341, 0.94607, 0.186142, 0.1
Building: au_building_11, 382.2891, -696.3845, 4.872633, 1.087258, -1.0087, 0.1
Building: au_building_14, -5306.065, -1507.699, 1.768758, 1.116929, 0.1695487, 0.1
Building: au_building_2, -2403.418, -428.4983, 5.933038, 1.67002, 0.4983293, 0.1
Building: au_building_4, 5913.16, -1383.985, 2.18923, 1.192447, -1.199945, 0.1
Building: au_building_3, -2578.313, -566.3625, 5.616412, 0.7920506, 0.05229974, 0.1
Building: au_building_3, 3475.406, -1472.129, 2.149835, 1.382394, 0.8259948, 0.1
Building: au_building_2, 4298.547, -1305.631, 3.132423, 1.356675, -0.3090179, 0.1
Building: au_building_13, 5158.34, 149.085, 7.31864, 0.9321179, -1.449059, 0.1
Building: au_building_15, 1484.9, -1895.401, 1.262579, 1.134255, 0.07956696, 0.1
Building: au_building_5, 356.1758, -1228.665, 3.272121, 0.8255076, -0.7670102, 0.1
Building: au_building_7, -6231.492, -727.9908, 5.08261, 1.17513, 0.01453352, 0.1
